Time,Container,From,To,CTMType
11/30/2021 15:15,S0025369122,RTG28,359399,CheToTruck
11/30/2021 15:16,TRHU5014937,RTG23,333252,CheToTruck
11/30/2021 15:16,S0025369150,RTG26,EE3_398_C_3,CheToStack
11/30/2021 15:17,BEAU6352881,RTG16,MM5_572_F_1,CheToStack
11/30/2021 15:17,YMMU6383054,RTG25,DD6_716_A_2,CheToStack
11/30/2021 15:17,GCXU5239120,RTG27,91925,CheToTruck
11/30/2021 15:18,MEDU7853712,RTG16,MM5_572_F_2,CheToStack
11/30/2021 15:18,S0025369085,RTG28,CC3_384_E_1,CheToStack
11/30/2021 15:18,TLLU7573084,RTG27,EE5_590_F_4,CheToStack
11/30/2021 15:18,YMMU6383054,RTG25,225514,CheToTruck
11/30/2021 15:19,TCKU6527509,RTG16,MM5_572_E_3,CheToStack
11/30/2021 15:20,MSDU7689057,RTG27,EE5_590_A_2,CheToStack
11/30/2021 15:21,TEMU6078038,RTG16,348576,CheToTruck
11/30/2021 15:21,SMCU1053840,RTG27,EE5_590_F_6,CheToStack
11/30/2021 15:22,CAIU9838700,RTG25,DD6_716_D_1,CheToStack
11/30/2021 15:23,MEDU2756915,RTG21,CC1_171_C_5,CheToStack
11/30/2021 15:23,MSMU8109252,RTG17,NN1_218_E_1,CheToStack
11/30/2021 15:23,S0025369226,RTG28,CC2_350_F_2,CheToStack
11/30/2021 15:23,MSCU7770139,RTG25,DD6_716_A_1,CheToStack
11/30/2021 15:23,TLLU4095124,RTG27,312422,CheToTruck
11/30/2021 15:24,KKFU7581008,RTG17,76933,CheToTruck
11/30/2021 15:24,RFCU4033902,RTG16,MM5_556_C_2,CheToStack
11/30/2021 15:24,MSKU5950969,RTG21,116083,CheToTruck
11/30/2021 15:24,BEAU4217558,RTG23,EE1_120_E_2,CheToStack
11/30/2021 15:25,SEGU5157141,RTG26,349733,CheToTruck
11/30/2021 15:25,S0025369243,RTG25,DD6_716_A_2,CheToStack
11/30/2021 15:25,S0025369247,RTG28,CC2_350_F_3,CheToStack
11/30/2021 15:25,MSDU7998483,RTG27,EE5_590_E_1,CheToStack
11/30/2021 15:25,MEDU2756915,RTG21,CC1_171_E_2,CheToStack
11/30/2021 15:26,FFAU4162996,RTG16,306888,CheToTruck
11/30/2021 15:26,S0025369266,RTG25,Unknown,CheToTruck
11/30/2021 15:27,SMCU1053840,RTG27,EE5_590_E_2,CheToStack
11/30/2021 15:27,TRHU7818169,RTG17,NN1_210_D_3,CheToStack
11/30/2021 15:27,S0025369282,RTG26,EE3_388_E_2,CheToStack
11/30/2021 15:27,MEDU4479949,RTG23,10942,CheToTruck
11/30/2021 15:28,MRKU5000774,RTG22,MM5_490_E_3,CheToStack
11/30/2021 15:28,TGCU0113773,RTG17,NN1_210_D_4,CheToStack
11/30/2021 15:28,S0025369287,RTG28,CC2_350_F_3,CheToStack
11/30/2021 15:28,MRKU0437355,RTG26,89039,CheToTruck
11/30/2021 15:29,FSCU4025310,RTG16,MM5_548_C_1,CheToStack
11/30/2021 15:29,TEMU7579477,RTG28,CC2_350_F_4,CheToStack
11/30/2021 15:29,SUDU8523521,RTG22,226326,CheToTruck
11/30/2021 15:29,S0025369307,RTG25,DD6_684_A_3,CheToStack
11/30/2021 15:29,S0025369301,RTG17,162821,CheToTruck
11/30/2021 15:30,S0025369314,RTG21,CC1_174_D_3,CheToStack
11/30/2021 15:30,SMCU1045530,RTG27,EE5_558_D_4,CheToStack
11/30/2021 15:30,MSKU0336217,RTG16,351735,CheToTruck
11/30/2021 15:31,MSCU4391131,RTG25,DD6_684_C_2,CheToStack
11/30/2021 15:31,SMCU1040890,RTG28,333425,CheToTruck
11/30/2021 15:31,MRSU5474499,RTG21,151830,CheToTruck
11/30/2021 15:32,MSMU8224359,RTG27,EE5_558_A_1,CheToStack
11/30/2021 15:32,MSDU7610005,RTG22,MM5_504_A_4,CheToStack
11/30/2021 15:32,TTNU9659070,RTG25,DD6_684_C_3,CheToStack
11/30/2021 15:33,SMCU1158964,RTG22,MM5_504_A_5,CheToStack
11/30/2021 15:34,S0025369358,RTG21,Unknown,CheToTruck
11/30/2021 15:34,MSMU7628607,RTG25,225224,CheToTruck
11/30/2021 15:34,S0025369364,RTG26,EE2_332_A_1,CheToStack
11/30/2021 15:34,YMMU6397320,RTG28,CC2_340_F_1,CheToStack
11/30/2021 15:35,S0025367588,RTG17,346430,CheToTruck
11/30/2021 15:35,YMMU4099310,RTG27,254725,CheToTruck
11/30/2021 15:35,MRSU4038799,RTG22,MM5_504_B_5,CheToStack
11/30/2021 15:35,S0025369158,RTG24,DD2_304_E_1,CheToStack
11/30/2021 15:35,TCNU3181844,RTG26,EE2_332_F_3,CheToStack
11/30/2021 15:36,MSMU7405727,RTG23,EE1_162_D_3,CheToStack
11/30/2021 15:36,TCLU1980485,RTG21,CC1_197_C_4,CheToStack
11/30/2021 15:37,FFAU4157515,RTG28,347770,CheToTruck
11/30/2021 15:37,SMCU2029128,RTG25,DD6_681_B_4,CheToStack
11/30/2021 15:37,DRYU2648931,RTG21,253770,CheToTruck
11/30/2021 15:37,FFAU4160458,RTG27,EE5_562_D_1,CheToStack
11/30/2021 15:37,SMCU1223118,RTG22,259467,CheToTruck
11/30/2021 15:38,MSMU7630950,RTG26,198448,CheToTruck
11/30/2021 15:38,TCNU1255974,RTG23,EE1_162_A_1,CheToStack
11/30/2021 15:38,CAXU3221251,RTG16,MM6_623_F_1,CheToStack
11/30/2021 15:38,CAIU3327236,RTG25,333971,CheToTruck
11/30/2021 15:39,SMCU1168242,RTG27,317526,CheToTruck
11/30/2021 15:39,MRSU4038799,RTG22,MM5_504_C_1,CheToStack
11/30/2021 15:39,S0025369414,RTG24,345864,CheToTruck
11/30/2021 15:40,SEGU1081080,RTG16,MM6_623_F_2,CheToStack
11/30/2021 15:41,SMCU1158964,RTG22,MM5_504_C_2,CheToStack
11/30/2021 15:41,S0025369435,RTG21,253158,CheToTruck
11/30/2021 15:41,CNIU2166704,RTG25,DD6_678_C_2,CheToStack
11/30/2021 15:41,FCGU2315925,RTG16,354598,CheToTruck
11/30/2021 15:42,MSDU7610005,RTG22,MM5_504_C_3,CheToStack
11/30/2021 15:42,MEDU1576713,RTG26,90623,CheToTruck
11/30/2021 15:43,TEMU7873990,RTG28,355444,CheToTruck
11/30/2021 15:43,S0025368838,RTG27,EE5_539_A_2,CheToStack
11/30/2021 15:44,S0025369479,RTG27,EE5_539_E_2,CheToStack
11/30/2021 15:44,TGHU0945149,RTG26,EE2_279_B_3,CheToStack
11/30/2021 15:46,FFAU3790914,RTG21,CC1_220_A_2,CheToStack
11/30/2021 15:46,MEDU1653384,RTG26,EE2_279_B_4,CheToStack
11/30/2021 15:46,MSDU2431521,RTG27,344368,CheToTruck
11/30/2021 15:47,MEDU4393608,RTG24,DD1_222_A_3,CheToStack
11/30/2021 15:47,CAIU7652893,RTG21,119151,CheToTruck
11/30/2021 15:47,S0025369509,RTG25,DD6_678_A_1,CheToStack
11/30/2021 15:47,S0025369311,RTG17,NN2_268_C_3,CheToStack
11/30/2021 15:48,MSKU0132640,RTG22,MM5_486_B_4,CheToStack
11/30/2021 15:48,S0025369524,RTG25,DD6_678_A_2,CheToStack
11/30/2021 15:48,DFSU3182242,RTG26,154294,CheToTruck
11/30/2021 15:49,MSMU6583051,RTG17,NN2_268_E_3,CheToStack
11/30/2021 15:49,DFSU4279746,RTG24,DD1_222_A_4,CheToStack
11/30/2021 15:49,TCLU9873605,RTG28,224227,CheToTruck
11/30/2021 15:49,S0025369532,RTG16,MM6_610_B_2,CheToStack
11/30/2021 15:49,S0025369526,RTG23,EE1_128_A_1,CheToStack
11/30/2021 15:49,CLHU8861671,RTG22,MM5_486_E_3,CheToStack
11/30/2021 15:49,S0025369524,RTG25,302883,CheToTruck
11/30/2021 15:50,TGBU7574602,RTG27,330790,CheToTruck
11/30/2021 15:50,MSMU8763875,RTG17,NN2_268_C_4,CheToStack
11/30/2021 15:50,MEDU1653384,RTG26,EE2_279_D_1,CheToStack
11/30/2021 15:50,MRSU4571200,RTG16,MM6_610_C_4,CheToStack
11/30/2021 15:51,MSDU7194269,RTG24,127738,CheToTruck
11/30/2021 15:51,MEDU9482122,RTG22,329480,CheToTruck
11/30/2021 15:51,GLDU3272106,RTG21,CC1_169_E_4,CheToStack
11/30/2021 15:52,S0025369551,RTG23,EE1_128_A_2,CheToStack
11/30/2021 15:52,S0025369563,RTG16,153109,CheToTruck
11/30/2021 15:52,MSCU7888862,RTG17,326191,CheToTruck
11/30/2021 15:52,CRSU1573810,RTG26,EE2_273_C_3,CheToStack
11/30/2021 15:52,MEDU3555812,RTG21,CC1_169_A_4,CheToStack
11/30/2021 15:53,MEDU8020541,RTG23,EE1_128_B_3,CheToStack
11/30/2021 15:53,MEDU6268544,RTG26,195029,CheToTruck
11/30/2021 15:54,TEMU5678676,RTG27,EE5_521_E_1,CheToStack
11/30/2021 15:55,FSCU3630281,RTG21,274122,CheToTruck
11/30/2021 15:55,TGBU3228746,RTG27,EE5_521_A_2,CheToStack
11/30/2021 15:55,TCKU2249117,RTG17,NN2_291_F_1,CheToStack
11/30/2021 15:56,MIEU3079208,RTG22,MM5_520_B_1,CheToStack
11/30/2021 15:56,INKU6477327,RTG25,352170,CheToTruck
11/30/2021 15:56,MEDU3555812,RTG21,CC1_169_D_1,CheToStack
11/30/2021 15:56,CAIU4844547,RTG23,328747,CheToTruck
11/30/2021 15:57,TGCU0133996,RTG27,98021,CheToTruck
11/30/2021 15:57,SMCU2032815,RTG17,285999,CheToTruck
11/30/2021 15:57,TEMU5852350,RTG26,EE2_273_A_1,CheToStack
11/30/2021 15:57,TLLU3309094,RTG16,163091,CheToTruck
11/30/2021 15:57,S0025369615,RTG28,CC3_415_E_1,CheToStack
11/30/2021 15:57,GLDU3272106,RTG21,CC1_169_D_2,CheToStack
11/30/2021 15:58,FFAU4157428,RTG22,MM5_520_B_2,CheToStack
11/30/2021 15:58,CAIU6413575,RTG16,MM6_617_C_4,CheToStack
11/30/2021 15:59,S0025369639,RTG28,CC3_415_E_2,CheToStack
11/30/2021 15:59,CAIU6594088,RTG27,360598,CheToTruck
11/30/2021 15:59,S0025369643,RTG25,DD6_716_A_3,CheToStack
11/30/2021 16:00,SMCU1206390,RTG22,272244,CheToTruck
11/30/2021 16:00,CAIU2789116,RTG26,EE2_273_A_2,CheToStack
11/30/2021 16:00,TXGU5297944,RTG17,182219,CheToTruck
11/30/2021 16:00,MEDU3297739,RTG27,EE5_515_D_4,CheToStack
11/30/2021 16:01,PONU1716187,RTG25,318114,CheToTruck
11/30/2021 16:01,MEDU3337153,RTG28,Unknown,CheToTruck
11/30/2021 16:02,CAIU8638483,RTG22,MM5_520_E_1,CheToStack
11/30/2021 16:02,TRHU2180087,RTG27,353400,CheToTruck
11/30/2021 16:02,HASU4753293,RTG16,MM6_620_F_2,CheToStack
11/30/2021 16:02,MSMU8619636,RTG17,NN2_276_A_1,CheToStack
11/30/2021 16:03,MSMU8160613,RTG22,MM5_520_E_2,CheToStack
11/30/2021 16:03,CXDU2016985,RTG26,EE2_300_C_2,CheToStack
11/30/2021 16:03,SUDU9802881,RTG25,DD6_716_A_3,CheToStack
11/30/2021 16:04,MEDU8742884,RTG27,EE5_510_F_2,CheToStack
11/30/2021 16:04,S0025369682,RTG16,MM6_620_D_3,CheToStack
11/30/2021 16:04,TCNU7809116,RTG17,356223,CheToTruck
11/30/2021 16:04,FFAU2079352,RTG26,223821,CheToTruck
11/30/2021 16:04,KOCU4000601,RTG22,DM-D8819704,CheToTruck
11/30/2021 16:04,CAIU9838700,RTG25,DD6_716_A_4,CheToStack
11/30/2021 16:05,MEDU7417880,RTG23,EE1_242_E_2,CheToStack
11/30/2021 16:05,YMMU6392797,RTG27,331005,CheToTruck
11/30/2021 16:05,MRKU5757602,RTG16,MM6_620_D_4,CheToStack
11/30/2021 16:06,S0025364418,RTG26,EE2_300_C_3,CheToStack
11/30/2021 16:06,S0025369698,RTG25,DD6_716_C_2,CheToStack
11/30/2021 16:07,DFSU6156329,RTG23,EE1_242_E_3,CheToStack
11/30/2021 16:07,S0025369694,RTG28,218344,CheToTruck
11/30/2021 16:07,S0025364324,RTG24,353743,CheToTruck
11/30/2021 16:07,S0025368044,RTG26,EE2_300_D_3,CheToStack
11/30/2021 16:09,MRKU4490912,RTG22,351859,CheToTruck
11/30/2021 16:09,S0025364535,RTG17,92925,CheToTruck
11/30/2021 16:09,MSMU8539166,RTG16,MM6_610_D_2,CheToStack
11/30/2021 16:09,FFAU3866286,RTG23,EE1_242_A_1,CheToStack
11/30/2021 16:09,S0025368024,RTG26,EE2_300_C_4,CheToStack
11/30/2021 16:10,PONU7927762,RTG16,MM6_610_D_3,CheToStack
11/30/2021 16:11,S0025364251,RTG22,MM5_500_C_3,CheToStack
11/30/2021 16:11,MEDU8350585,RTG26,EE2_300_D_4,CheToStack
11/30/2021 16:11,FCGU2310780,RTG25,DD6_655_A_3,CheToStack
11/30/2021 16:12,TTNU5590778,RTG16,MM6_610_D_4,CheToStack
11/30/2021 16:12,SMCU2037360,RTG27,EE6_627_E_1,CheToStack
11/30/2021 16:12,S0025369760,RTG21,CC1_194_E_3,CheToStack
11/30/2021 16:13,S0025369767,RTG25,344735,CheToTruck
11/30/2021 16:13,SMCU2003416,RTG27,EE6_627_F_1,CheToStack
11/30/2021 16:14,FFAU4138773,RTG21,192739,CheToTruck
11/30/2021 16:14,BEAU5669510,RTG23,EE1_210_A_1,CheToStack
11/30/2021 16:14,WFHU5178484,RTG26,EE2_294_A_1,CheToStack
11/30/2021 16:15,FFAU1897924,RTG28,230857,CheToTruck
11/30/2021 16:15,TCNU8492392,RTG16,MM6_614_D_3,CheToStack
11/30/2021 16:15,HLBU2599079,RTG22,MM5_544_C_3,CheToStack
11/30/2021 16:15,CAIU6591875,RTG27,208093,CheToTruck
11/30/2021 16:16,TCLU9865786,RTG26,EE2_294_A_2,CheToStack
11/30/2021 16:16,CAIU4850431,RTG22,MM5_544_C_4,CheToStack
11/30/2021 16:16,S0025368818,RTG25,DD6_624_B_1,CheToStack
11/30/2021 16:17,MSMU5884981,RTG16,MM6_614_D_4,CheToStack
11/30/2021 16:17,TCLU4880751,RTG26,EE2_294_D_2,CheToStack
11/30/2021 16:18,S0025368763,RTG25,316932,CheToTruck
11/30/2021 16:18,HMMU6153630,RTG27,EE6_620_F_4,CheToStack
11/30/2021 16:19,SMCU1305710,RTG22,MM5_544_B_1,CheToStack
11/30/2021 16:19,CAIU8245418,RTG26,EE2_294_D_3,CheToStack
11/30/2021 16:19,CAIU7507874,RTG23,EE1_194_A_1,CheToStack
11/30/2021 16:19,TRHU2132793,RTG16,MM6_623_C_2,CheToStack
11/30/2021 16:20,MSMU6281621,RTG22,MM5_544_B_2,CheToStack
11/30/2021 16:20,SMCU2037381,RTG16,MM6_623_C_3,CheToStack
11/30/2021 16:20,S0025369842,RTG25,DD6_632_A_2,CheToStack
11/30/2021 16:21,MRKU6108090,RTG26,EE2_294_B_3,CheToStack
11/30/2021 16:21,CAXU9000453,RTG23,EE1_194_B_2,CheToStack
11/30/2021 16:21,MRKU2067310,RTG27,136737,CheToTruck
11/30/2021 16:21,TCNU5555429,RTG25,DD6_632_A_3,CheToStack
11/30/2021 16:21,TCKU3911249,RTG16,MM6_623_C_4,CheToStack
11/30/2021 16:22,MSMU6608139,RTG26,EE2_294_D_4,CheToStack
11/30/2021 16:22,MSDU4278643,RTG28,210079,CheToTruck
11/30/2021 16:22,FSCU4025310,RTG22,MM5_548_C_1,CheToStack
11/30/2021 16:22,S0025369863,RTG25,359465,CheToTruck
11/30/2021 16:23,MSDU4278643,RTG28,210079,CheToTruck
11/30/2021 16:23,HMMU6153630,RTG27,EE6_620_C_3,CheToStack
11/30/2021 16:23,BEAU2826128,RTG16,MM6_625_F_1,CheToStack
11/30/2021 16:24,CARU9973522,RTG17,NN1_230_D_3,CheToStack
11/30/2021 16:25,BMOU6584367,RTG22,MM5_548_C_2,CheToStack
11/30/2021 16:25,GATU0936175,RTG16,MM6_625_F_2,CheToStack
11/30/2021 16:25,S0025369864,RTG23,EE1_194_A_1,CheToStack
11/30/2021 16:25,S0025369895,RTG27,EE6_616_E_3,CheToStack
11/30/2021 16:26,TGHU7882269,RTG17,NN1_230_E_2,CheToStack
11/30/2021 16:26,MSDU7591970,RTG22,MM5_548_C_3,CheToStack
11/30/2021 16:26,SUDU8652344,RTG26,EE2_276_D_2,CheToStack
11/30/2021 16:27,S0025369904,RTG27,194506,CheToTruck
11/30/2021 16:27,S0025369910,RTG25,DD6_696_C_3,CheToStack
11/30/2021 16:27,MSMU5613660,RTG16,MM6_628_E_1,CheToStack
11/30/2021 16:27,MSMU7012740,RTG17,NN1_230_E_3,CheToStack
11/30/2021 16:28,BEAU4229097,RTG24,DD2_260_A_2,CheToStack
11/30/2021 16:28,FCIU9003973,RTG26,EE2_276_D_3,CheToStack
11/30/2021 16:29,CAAU5626465,RTG22,MM5_548_C_4,CheToStack
11/30/2021 16:29,MRKU3923833,RTG16,MM6_628_E_2,CheToStack
11/30/2021 16:29,TCLU4464688,RTG24,330451,CheToTruck
11/30/2021 16:29,HMMU6461571,RTG25,79287,CheToTruck
11/30/2021 16:30,TGBU9882841,RTG28,115537,CheToTruck
11/30/2021 16:30,CAIU4714477,RTG26,EE2_276_D_4,CheToStack
11/30/2021 16:30,MSMU6162670,RTG23,EE1_166_A_1,CheToStack
11/30/2021 16:30,YMLU8458082,RTG27,EE6_636_F_3,CheToStack
11/30/2021 16:31,TCNU1124737,RTG16,MM6_628_E_3,CheToStack
11/30/2021 16:32,MSMU7070264,RTG27,360881,CheToTruck
11/30/2021 16:33,CAIU7722429,RTG17,213846,CheToTruck
11/30/2021 16:34,CAIU8734872,RTG16,MM6_654_C_3,CheToStack
11/30/2021 16:35,GLDU7683907,RTG16,MM6_654_C_4,CheToStack
11/30/2021 16:35,TEMU4873533,RTG28,300283,CheToTruck
11/30/2021 16:36,MRSU4152538,RTG21,324718,CheToTruck
11/30/2021 16:36,BMOU6778927,RTG24,DD2_360_B_1,CheToStack
11/30/2021 16:37,BMOU5640363,RTG23,EE1_124_F_1,CheToStack
11/30/2021 16:38,MSMU6373564,RTG16,MM6_662_B_3,CheToStack
11/30/2021 16:38,BMOU4051266,RTG24,197272,CheToTruck
11/30/2021 16:39,S0025370038,RTG23,EE1_124_F_2,CheToStack
11/30/2021 16:40,CAIU4449774,RTG16,317671,CheToTruck
11/30/2021 16:41,BMOU5640363,RTG23,EE1_124_A_1,CheToStack
11/30/2021 16:43,MSMU5748898,RTG16,MM6_662_C_1,CheToStack
11/30/2021 17:42,S0025370340,RTG25,DD6_652_B_2,CheToStack
11/30/2021 17:44,TCNU8194459,RTG22,308573,CheToTruck
11/30/2021 17:44,S0025370352,RTG25,DD6_652_F_1,CheToStack
11/30/2021 17:45,MSMU6168024,RTG24,DD2_360_B_2,CheToStack
11/30/2021 17:48,MSCU5619782,RTG24,DD2_308_E_2,CheToStack
11/30/2021 17:48,MSDU8105034,RTG26,EE2_270_B_2,CheToStack
11/30/2021 17:48,MSDU7610005,RTG22,MM5_504_A_4,CheToStack
11/30/2021 17:49,SMCU2032522,RTG16,MM6_665_F_1,CheToStack
11/30/2021 17:49,GLDU0440377,RTG24,321673,CheToTruck
11/30/2021 17:50,MSCU5619782,RTG24,DD2_308_D_3,CheToStack
11/30/2021 17:50,SMCU1158964,RTG22,28254,CheToTruck
11/30/2021 17:51,FSCU8935560,RTG26,EE2_270_B_3,CheToStack
11/30/2021 17:51,CGIU2233006,RTG16,347101,CheToTruck
11/30/2021 17:51,CLHU4635444,RTG24,DD2_308_D_4,CheToStack
11/30/2021 17:51,S0025370421,RTG28,Unknown,CheToTruck
11/30/2021 17:52,CNIU2154405,RTG25,DD6_632_E_3,CheToStack
11/30/2021 17:52,FCIU4556620,RTG16,MM6_665_F_2,CheToStack
11/30/2021 17:53,S0025370435,RTG24,DD2_304_E_2,CheToStack
11/30/2021 17:54,S0025370443,RTG23,EE1_112_B_2,CheToStack
11/30/2021 17:54,S0025370444,RTG23,EE1_112_D_4,CheToStack
11/30/2021 17:54,MSDU7868772,RTG27,EE6_636_F_4,CheToStack
11/30/2021 17:54,ONEU0337087,RTG25,307712,CheToTruck
11/30/2021 17:55,S0025370449,RTG16,MM6_662_C_2,CheToStack
11/30/2021 17:55,TGBU5605690,RTG27,EE6_636_B_2,CheToStack
11/30/2021 17:55,TGHU9881940,RTG23,EE1_142_B_1,CheToStack
11/30/2021 17:55,MSCU4688011,RTG24,DD2_298_B_1,CheToStack
11/30/2021 17:56,MSKU9536031,RTG16,MM6_662_C_3,CheToStack
11/30/2021 17:57,TGHU9205586,RTG22,MM5_490_B_3,CheToStack
11/30/2021 17:57,S0025370461,RTG27,EE6_636_B_3,CheToStack
11/30/2021 17:57,MSMU6608139,RTG26,EE2_294_E_2,CheToStack
11/30/2021 17:57,MSMU5742647,RTG23,EE1_142_B_2,CheToStack
11/30/2021 17:57,MSMU6224494,RTG16,MM6_662_D_4,CheToStack
11/30/2021 17:57,MSMU7619009,RTG24,DD2_298_B_2,CheToStack
11/30/2021 17:57,BMOU4311527,RTG27,EE6_636_E_1,CheToStack
11/30/2021 17:58,SUDU6760340,RTG22,MM5_490_B_4,CheToStack
11/30/2021 17:58,MEDU3768700,RTG21,CC1_125_E_1,CheToStack
11/30/2021 17:58,HMMU6151241,RTG27,EE6_636_D_1,CheToStack
11/30/2021 17:59,MSDU4014717,RTG24,DD2_298_B_3,CheToStack
11/30/2021 17:59,MEDU3004363,RTG21,CC1_125_E_2,CheToStack
11/30/2021 17:59,MSDU7851888,RTG28,CC5_522_E_1,CheToStack
11/30/2021 17:59,NYKU4780537,RTG22,157937,CheToTruck
11/30/2021 17:59,OTPU6102612,RTG23,EE1_146_B_1,CheToStack
11/30/2021 18:00,MEDU8821540,RTG25,DD6_688_A_2,CheToStack
11/30/2021 18:00,MRKU5827567,RTG16,MM6_658_F_1,CheToStack
11/30/2021 18:00,FFAU4163539,RTG27,EE6_636_E_2,CheToStack
11/30/2021 18:00,TLLU8554495,RTG24,DD2_298_B_4,CheToStack
11/30/2021 18:00,SUDU6598558,RTG28,CC5_522_E_2,CheToStack
11/30/2021 18:01,GLDU9463202,RTG21,319390,CheToTruck
11/30/2021 18:01,CAIU8245418,RTG26,319323,CheToTruck
11/30/2021 18:01,S0025370461,RTG27,EE6_636_D_2,CheToStack
11/30/2021 18:02,MSDU7161795,RTG23,EE1_146_B_2,CheToStack
11/30/2021 18:02,MRKU3077099,RTG28,78659,CheToTruck
11/30/2021 18:02,TCNU7226485,RTG16,MM6_658_F_2,CheToStack
11/30/2021 18:02,S0025370519,RTG21,CC1_125_E_3,CheToStack
11/30/2021 18:02,CAXU9141301,RTG24,202023,CheToTruck
11/30/2021 18:02,TGBU5605690,RTG27,EE6_636_D_3,CheToStack
11/30/2021 18:03,MSMU6596526,RTG20,344282,CheToTruck
11/30/2021 18:03,MSMU8038117,RTG16,MM6_658_F_3,CheToStack
11/30/2021 18:03,BMOU4691920,RTG23,EE1_146_D_3,CheToStack
11/30/2021 18:04,S0025370529,RTG21,CC1_125_C_2,CheToStack
11/30/2021 18:04,SEGU9047179,RTG27,EE6_636_E_3,CheToStack
11/30/2021 18:04,MSMU7472725,RTG26,EE2_286_F_3,CheToStack
11/30/2021 18:05,S0025370537,RTG23,EE1_146_D_4,CheToStack
11/30/2021 18:05,MSDU7868772,RTG27,EE6_636_E_4,CheToStack
11/30/2021 18:05,S0025370539,RTG21,CC1_125_C_3,CheToStack
11/30/2021 18:05,DRYU4173619,RTG25,DD6_688_A_3,CheToStack
11/30/2021 18:05,FCIU5885908,RTG24,DD2_293_A_1,CheToStack
11/30/2021 18:06,MEDU8138072,RTG16,MM6_650_D_4,CheToStack
11/30/2021 18:06,KOCU4221367,RTG27,EE6_636_D_4,CheToStack
11/30/2021 18:06,GLDU9534420,RTG21,CC1_125_C_4,CheToStack
11/30/2021 18:07,MSMU8045820,RTG23,EE1_150_D_1,CheToStack
11/30/2021 18:07,TGCU2129526,RTG24,DD2_293_A_2,CheToStack
11/30/2021 18:08,TGBU5886005,RTG25,DD6_688_A_4,CheToStack
11/30/2021 18:08,S0025370562,RTG21,CC1_122_C_4,CheToStack
11/30/2021 18:08,MEDU4913320,RTG27,EE6_632_F_1,CheToStack
11/30/2021 18:08,FSCU7359706,RTG20,298733,CheToTruck
11/30/2021 18:08,S0025370564,RTG28,CC5_550_A_2,CheToStack
11/30/2021 18:08,CAIU9959472,RTG23,EE1_150_D_2,CheToStack
11/30/2021 18:09,MEDU9728920,RTG16,MM6_646_D_3,CheToStack
11/30/2021 18:09,MSDU1155291,RTG24,DD2_293_A_3,CheToStack
11/30/2021 18:09,S0025370571,RTG21,CC1_122_D_4,CheToStack
11/30/2021 18:09,S0025370575,RTG27,EE6_632_F_2,CheToStack
11/30/2021 18:10,GLDU0861870,RTG28,CC5_552_F_2,CheToStack
11/30/2021 18:10,TGHU7966903,RTG16,MM6_646_D_4,CheToStack
11/30/2021 18:10,S0025370583,RTG23,EE1_150_D_3,CheToStack
11/30/2021 18:10,S0025370581,RTG25,95974,CheToTruck
11/30/2021 18:11,S0025370588,RTG27,EE6_632_F_3,CheToStack
11/30/2021 18:11,S0025370590,RTG21,CC1_118_E_2,CheToStack
11/30/2021 18:12,S0025370596,RTG28,317697,CheToTruck
11/30/2021 18:12,S0025370595,RTG23,EE1_150_D_4,CheToStack
11/30/2021 18:12,MEDU2657722,RTG24,275161,CheToTruck
11/30/2021 18:12,CRSU9185350,RTG22,MM5_560_A_4,CheToStack
11/30/2021 18:12,S0025370606,RTG21,CC1_118_E_3,CheToStack
11/30/2021 18:12,GESU6488176,RTG27,EE6_632_D_3,CheToStack
11/30/2021 18:13,S0025369682,RTG16,MM6_620_C_1,CheToStack
11/30/2021 18:14,FDCU0004726,RTG24,DD2_276_A_4,CheToStack
11/30/2021 18:14,BEAU6324149,RTG22,258392,CheToTruck
11/30/2021 18:14,MSDU7551772,RTG26,EE2_286_E_2,CheToStack
11/30/2021 18:14,S0025370624,RTG21,CC1_114_D_4,CheToStack
11/30/2021 18:15,CRSU9185350,RTG22,MM5_560_B_2,CheToStack
11/30/2021 18:15,BMOU6754150,RTG24,318916,CheToTruck
11/30/2021 18:15,MRSU4326481,RTG28,CC5_514_D_4,CheToStack
11/30/2021 18:15,S0025370637,RTG21,CC1_114_B_4,CheToStack
11/30/2021 18:16,MSCU7125644,RTG24,DD2_276_D_3,CheToStack
11/30/2021 18:16,TEMU9005924,RTG26,EE2_286_E_3,CheToStack
11/30/2021 18:16,SMCU1085261,RTG25,DD6_624_B_2,CheToStack
11/30/2021 18:16,MSMU8886210,RTG27,EE5_578_D_4,CheToStack
11/30/2021 18:17,FDCU0004726,RTG24,DD2_276_D_4,CheToStack
11/30/2021 18:17,S0025370656,RTG21,CC1_110_C_4,CheToStack
11/30/2021 18:18,FSCU8611664,RTG25,90241,CheToTruck
11/30/2021 18:18,MSMU5245867,RTG27,310088,CheToTruck
11/30/2021 18:18,INBU5124723,RTG21,CC1_110_B_2,CheToStack
11/30/2021 18:18,S0025365957,RTG26,EE2_286_E_4,CheToStack
11/30/2021 18:19,CARU9783923,RTG23,EE1_158_F_3,CheToStack
11/30/2021 18:19,S0025370670,RTG21,CC1_110_B_3,CheToStack
11/30/2021 18:19,TGBU7809081,RTG24,DD2_272_A_3,CheToStack
11/30/2021 18:19,S0025370668,RTG16,350560,CheToTruck
11/30/2021 18:20,MSMU6111815,RTG23,EE1_158_F_4,CheToStack
11/30/2021 18:20,MSMU7437128,RTG24,DD2_272_C_1,CheToStack
